,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6135814098,23.0,11.0,34.0,0.6764705882352942,2.0,3.0,5.0,0.4,21.0,20.0,41.0,0.5121951219512195,3.0,6.0,9.0,0.3333333333333333,0.0,1.0,1.0,0.0,44.0,41.0,85.0,0.5176470588235295,43.0,31.0,74.0,0.581081081081081,118.0,101.0,219.0,0.5388127853881278,4.0,1.0,5.0,0.8,9.0,9.0,18.0,0.5
EUW1_6090333956,0.0,1.0,1.0,0.0,53.0,64.0,117.0,0.452991452991453,,,,,,,,,57.0,36.0,93.0,0.6129032258064516,4.0,6.0,10.0,0.4,,,,,9.0,10.0,19.0,0.47368421052631576,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
EUW1_6129804461,184.0,170.0,354.0,0.519774011299435,88.0,119.0,207.0,0.4251207729468599,48.0,47.0,95.0,0.5052631578947369,113.0,93.0,206.0,0.5485436893203883,18.0,6.0,24.0,0.75,11.0,7.0,18.0,0.6111111111111112,14.0,24.0,38.0,0.3684210526315789,3.0,2.0,5.0,0.6,47.0,45.0,92.0,0.5108695652173914,6.0,9.0,15.0,0.4
EUW1_6141170596,77.0,72.0,149.0,0.5167785234899329,1.0,1.0,2.0,0.5,32.0,29.0,61.0,0.5245901639344263,42.0,42.0,84.0,0.5,,,,,1.0,1.0,2.0,0.5,4.0,4.0,8.0,0.5,6.0,2.0,8.0,0.75,0.0,1.0,1.0,0.0,8.0,9.0,17.0,0.47058823529411764
EUW1_6140286147,9.0,8.0,17.0,0.5294117647058824,,,,,19.0,16.0,35.0,0.5428571428571428,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,0.6
EUW1_6141774130,3.0,1.0,4.0,0.75,0.0,0.0,0.0,0.5,18.0,16.0,34.0,0.5294117647058824,4.0,3.0,7.0,0.5714285714285714,25.0,10.0,35.0,0.7142857142857143,19.0,15.0,34.0,0.5588235294117647,6.0,3.0,9.0,0.6666666666666666,8.0,3.0,11.0,0.7272727272727273,35.0,30.0,65.0,0.5384615384615384,5.0,3.0,8.0,0.625
EUW1_6141743106,12.0,13.0,25.0,0.48,322.0,253.0,575.0,0.56,2.0,2.0,4.0,0.5,0.0,0.0,0.0,0.5,5.0,7.0,12.0,0.4166666666666667,351.0,278.0,629.0,0.5580286168521462,10.0,6.0,16.0,0.625,0.0,4.0,4.0,0.0,46.0,35.0,81.0,0.5679012345679012,6.0,7.0,13.0,0.46153846153846156
EUW1_6140361958,271.0,213.0,484.0,0.5599173553719008,102.0,62.0,164.0,0.6219512195121951,14.0,6.0,20.0,0.7,312.0,247.0,559.0,0.5581395348837209,39.0,27.0,66.0,0.5909090909090909,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.0,32.0,26.0,58.0,0.5517241379310345,87.0,65.0,152.0,0.5723684210526315,105.0,98.0,203.0,0.5172413793103449
EUW1_6139013100,0.0,0.0,0.0,0.5,19.0,19.0,38.0,0.5,45.0,27.0,72.0,0.625,6.0,4.0,10.0,0.6,9.0,3.0,12.0,0.75,0.0,1.0,1.0,0.0,7.0,2.0,9.0,0.7777777777777778,1.0,2.0,3.0,0.3333333333333333,31.0,22.0,53.0,0.5849056603773585,39.0,31.0,70.0,0.5571428571428572
EUW1_6141771851,,,,,0.0,1.0,1.0,0.0,31.0,36.0,67.0,0.4626865671641791,,,,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,125.0,112.0,237.0,0.5274261603375527,8.0,0.0,8.0,1.0,,,,,12.0,9.0,21.0,0.5714285714285714
EUW1_6130101621,19.0,11.0,30.0,0.6333333333333333,2.0,1.0,3.0,0.6666666666666666,,,,,16.0,21.0,37.0,0.43243243243243246,,,,,4.0,9.0,13.0,0.3076923076923077,398.0,333.0,731.0,0.5444596443228454,49.0,36.0,85.0,0.5764705882352941,0.0,0.0,0.0,0.5,3.0,5.0,8.0,0.375
EUW1_6111411399,0.0,0.0,0.0,0.5,,,,,,,,,10.0,10.0,20.0,0.5,22.0,16.0,38.0,0.5789473684210527,85.0,75.0,160.0,0.53125,20.0,6.0,26.0,0.7692307692307693,4.0,1.0,5.0,0.8,0.0,2.0,2.0,0.0,,,,
EUW1_6137875853,6.0,7.0,13.0,0.46153846153846156,38.0,31.0,69.0,0.5507246376811594,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.3333333333333333,7.0,7.0,14.0,0.5,7.0,1.0,8.0,0.875,34.0,25.0,59.0,0.576271186440678,9.0,6.0,15.0,0.6,19.0,14.0,33.0,0.5757575757575758
EUW1_6002443350,0.0,0.0,0.0,0.5,360.0,395.0,755.0,0.4768211920529801,134.0,120.0,254.0,0.5275590551181102,6.0,2.0,8.0,0.75,7.0,3.0,10.0,0.7,24.0,23.0,47.0,0.5106382978723404,70.0,44.0,114.0,0.6140350877192983,30.0,38.0,68.0,0.4411764705882353,22.0,13.0,35.0,0.6285714285714286,1.0,0.0,1.0,1.0
EUW1_6139338158,,,,,,,,,,,,,,,,,,,,,18.0,11.0,29.0,0.6206896551724138,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,8.0,0.375
EUW1_6134726829,173.0,154.0,327.0,0.5290519877675841,27.0,15.0,42.0,0.6428571428571429,101.0,77.0,178.0,0.5674157303370787,4.0,10.0,14.0,0.2857142857142857,3.0,6.0,9.0,0.3333333333333333,5.0,10.0,15.0,0.3333333333333333,5.0,2.0,7.0,0.7142857142857143,7.0,8.0,15.0,0.4666666666666667,9.0,3.0,12.0,0.75,99.0,74.0,173.0,0.5722543352601156
EUW1_6140767804,5.0,5.0,10.0,0.5,42.0,21.0,63.0,0.6666666666666666,18.0,13.0,31.0,0.5806451612903226,3.0,4.0,7.0,0.42857142857142855,11.0,16.0,27.0,0.4074074074074074,0.0,1.0,1.0,0.0,378.0,258.0,636.0,0.5943396226415094,17.0,15.0,32.0,0.53125,23.0,22.0,45.0,0.5111111111111111,,,,
EUW1_6141131704,16.0,16.0,32.0,0.5,8.0,16.0,24.0,0.3333333333333333,67.0,60.0,127.0,0.5275590551181102,5.0,4.0,9.0,0.5555555555555556,47.0,36.0,83.0,0.5662650602409639,2.0,2.0,4.0,0.5,18.0,23.0,41.0,0.43902439024390244,6.0,8.0,14.0,0.42857142857142855,33.0,24.0,57.0,0.5789473684210527,61.0,56.0,117.0,0.5213675213675214
EUW1_6140787003,4.0,1.0,5.0,0.8,8.0,3.0,11.0,0.7272727272727273,,,,,4.0,7.0,11.0,0.36363636363636365,1.0,2.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,12.0,10.0,22.0,0.5454545454545454,9.0,10.0,19.0,0.47368421052631576,73.0,49.0,122.0,0.5983606557377049
EUW1_6102590655,49.0,24.0,73.0,0.6712328767123288,34.0,21.0,55.0,0.6181818181818182,4.0,1.0,5.0,0.8,65.0,38.0,103.0,0.6310679611650486,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,6.0,7.0,13.0,0.46153846153846156,20.0,25.0,45.0,0.4444444444444444,2.0,2.0,4.0,0.5
EUW1_6138635512,26.0,10.0,36.0,0.7222222222222222,0.0,0.0,0.0,0.5,30.0,20.0,50.0,0.6,0.0,1.0,1.0,0.0,,,,,7.0,0.0,7.0,1.0,1.0,1.0,2.0,0.5,3.0,3.0,6.0,0.5,1.0,1.0,2.0,0.5,6.0,3.0,9.0,0.6666666666666666
EUW1_6137811253,2.0,0.0,2.0,1.0,,,,,,,,,,,,,2.0,3.0,5.0,0.4,6.0,2.0,8.0,0.75,38.0,27.0,65.0,0.5846153846153846,3.0,7.0,10.0,0.3,0.0,1.0,1.0,0.0,3.0,10.0,13.0,0.23076923076923078
EUW1_6136907196,10.0,9.0,19.0,0.5263157894736842,44.0,46.0,90.0,0.4888888888888889,7.0,7.0,14.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.5,6.0,5.0,11.0,0.5454545454545454,56.0,24.0,80.0,0.7,2.0,2.0,4.0,0.5,,,,
EUW1_6140626660,,,,,1.0,0.0,1.0,1.0,3.0,4.0,7.0,0.42857142857142855,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,2.0,0.5,,,,,39.0,29.0,68.0,0.5735294117647058,0.0,0.0,0.0,0.5
EUW1_6141079645,0.0,0.0,0.0,0.5,2.0,1.0,3.0,0.6666666666666666,64.0,57.0,121.0,0.5289256198347108,31.0,25.0,56.0,0.5535714285714286,9.0,6.0,15.0,0.6,13.0,4.0,17.0,0.7647058823529411,4.0,8.0,12.0,0.3333333333333333,0.0,0.0,0.0,0.5,129.0,106.0,235.0,0.548936170212766,0.0,2.0,2.0,0.0
EUW1_6140896144,66.0,77.0,143.0,0.46153846153846156,3.0,0.0,3.0,1.0,122.0,78.0,200.0,0.61,1.0,3.0,4.0,0.25,1.0,0.0,1.0,1.0,38.0,24.0,62.0,0.6129032258064516,2.0,2.0,4.0,0.5,67.0,50.0,117.0,0.5726495726495726,0.0,1.0,1.0,0.0,12.0,9.0,21.0,0.5714285714285714
EUW1_6139075504,16.0,15.0,31.0,0.5161290322580645,16.0,13.0,29.0,0.5517241379310345,40.0,33.0,73.0,0.547945205479452,11.0,10.0,21.0,0.5238095238095238,41.0,42.0,83.0,0.4939759036144578,19.0,6.0,25.0,0.76,52.0,44.0,96.0,0.5416666666666666,8.0,8.0,16.0,0.5,82.0,64.0,146.0,0.5616438356164384,7.0,10.0,17.0,0.4117647058823529
EUW1_6122917028,1.0,0.0,1.0,1.0,,,,,8.0,10.0,18.0,0.4444444444444444,,,,,,,,,4.0,4.0,8.0,0.5,133.0,99.0,232.0,0.5732758620689655,,,,,,,,,40.0,35.0,75.0,0.5333333333333333
EUW1_6134084623,1.0,3.0,4.0,0.25,33.0,43.0,76.0,0.4342105263157895,290.0,274.0,564.0,0.5141843971631206,24.0,26.0,50.0,0.48,91.0,82.0,173.0,0.5260115606936416,46.0,36.0,82.0,0.5609756097560976,31.0,27.0,58.0,0.5344827586206896,91.0,108.0,199.0,0.457286432160804,4.0,6.0,10.0,0.4,142.0,118.0,260.0,0.5461538461538461
EUW1_6138548386,0.0,0.0,0.0,0.5,9.0,17.0,26.0,0.34615384615384615,237.0,240.0,477.0,0.4968553459119497,159.0,109.0,268.0,0.5932835820895522,12.0,6.0,18.0,0.6666666666666666,79.0,57.0,136.0,0.5808823529411765,5.0,5.0,10.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,2.0,6.0,8.0,0.25
EUW1_6122884905,74.0,49.0,123.0,0.6016260162601627,5.0,9.0,14.0,0.35714285714285715,6.0,8.0,14.0,0.42857142857142855,25.0,29.0,54.0,0.46296296296296297,1.0,3.0,4.0,0.25,3.0,5.0,8.0,0.375,84.0,102.0,186.0,0.45161290322580644,74.0,74.0,148.0,0.5,62.0,57.0,119.0,0.5210084033613446,31.0,22.0,53.0,0.5849056603773585
EUW1_6141573243,14.0,13.0,27.0,0.5185185185185185,109.0,85.0,194.0,0.5618556701030928,1.0,0.0,1.0,1.0,17.0,19.0,36.0,0.4722222222222222,1.0,2.0,3.0,0.3333333333333333,10.0,12.0,22.0,0.45454545454545453,19.0,23.0,42.0,0.4523809523809524,43.0,33.0,76.0,0.5657894736842105,43.0,36.0,79.0,0.5443037974683544,3.0,6.0,9.0,0.3333333333333333
EUW1_6140619722,,,,,,,,,70.0,48.0,118.0,0.5932203389830508,0.0,1.0,1.0,0.0,125.0,100.0,225.0,0.5555555555555556,34.0,25.0,59.0,0.576271186440678,11.0,10.0,21.0,0.5238095238095238,3.0,4.0,7.0,0.42857142857142855,4.0,1.0,5.0,0.8,10.0,11.0,21.0,0.47619047619047616
EUW1_6140217022,0.0,0.0,0.0,0.5,184.0,98.0,282.0,0.6524822695035462,1.0,1.0,2.0,0.5,13.0,8.0,21.0,0.6190476190476191,89.0,94.0,183.0,0.48633879781420764,1.0,4.0,5.0,0.2,80.0,40.0,120.0,0.6666666666666666,180.0,121.0,301.0,0.5980066445182725,1.0,1.0,2.0,0.5,3.0,3.0,6.0,0.5
EUW1_6141527642,2.0,1.0,3.0,0.6666666666666666,3.0,1.0,4.0,0.75,,,,,,,,,3.0,2.0,5.0,0.6,,,,,,,,,,,,,6.0,4.0,10.0,0.6,15.0,13.0,28.0,0.5357142857142857
EUW1_6136525521,5.0,8.0,13.0,0.38461538461538464,3.0,3.0,6.0,0.5,2.0,11.0,13.0,0.15384615384615385,35.0,35.0,70.0,0.5,23.0,20.0,43.0,0.5348837209302325,14.0,5.0,19.0,0.7368421052631579,2.0,0.0,2.0,1.0,6.0,8.0,14.0,0.42857142857142855,,,,,,,,
EUW1_6096957599,,,,,11.0,12.0,23.0,0.4782608695652174,5.0,3.0,8.0,0.625,0.0,2.0,2.0,0.0,10.0,11.0,21.0,0.47619047619047616,3.0,8.0,11.0,0.2727272727272727,84.0,62.0,146.0,0.5753424657534246,118.0,74.0,192.0,0.6145833333333334,39.0,19.0,58.0,0.6724137931034483,5.0,6.0,11.0,0.45454545454545453
EUW1_6098443569,6.0,3.0,9.0,0.6666666666666666,0.0,3.0,3.0,0.0,1.0,3.0,4.0,0.25,15.0,20.0,35.0,0.42857142857142855,7.0,14.0,21.0,0.3333333333333333,2.0,3.0,5.0,0.4,2.0,5.0,7.0,0.2857142857142857,33.0,22.0,55.0,0.6,14.0,15.0,29.0,0.4827586206896552,27.0,26.0,53.0,0.5094339622641509
EUW1_6138648926,55.0,48.0,103.0,0.5339805825242718,45.0,26.0,71.0,0.6338028169014085,107.0,101.0,208.0,0.5144230769230769,4.0,0.0,4.0,1.0,8.0,2.0,10.0,0.8,,,,,,,,,28.0,33.0,61.0,0.45901639344262296,1.0,4.0,5.0,0.2,,,,
EUW1_6137567780,3.0,3.0,6.0,0.5,3.0,8.0,11.0,0.2727272727272727,1.0,4.0,5.0,0.2,14.0,5.0,19.0,0.7368421052631579,3.0,0.0,3.0,1.0,,,,,,,,,2.0,6.0,8.0,0.25,,,,,0.0,1.0,1.0,0.0
EUW1_5867145473,4.0,2.0,6.0,0.6666666666666666,1.0,1.0,2.0,0.5,2.0,6.0,8.0,0.25,13.0,11.0,24.0,0.5416666666666666,0.0,0.0,0.0,0.5,1.0,6.0,7.0,0.14285714285714285,6.0,5.0,11.0,0.5454545454545454,1.0,2.0,3.0,0.3333333333333333,6.0,7.0,13.0,0.46153846153846156,54.0,47.0,101.0,0.5346534653465347
EUW1_6104869466,11.0,6.0,17.0,0.6470588235294118,,,,,2.0,7.0,9.0,0.2222222222222222,0.0,4.0,4.0,0.0,,,,,,,,,5.0,0.0,5.0,1.0,2.0,2.0,4.0,0.5,,,,,,,,
EUW1_6137188592,1.0,3.0,4.0,0.25,14.0,10.0,24.0,0.5833333333333334,3.0,3.0,6.0,0.5,,,,,116.0,73.0,189.0,0.6137566137566137,33.0,32.0,65.0,0.5076923076923077,90.0,71.0,161.0,0.5590062111801242,3.0,3.0,6.0,0.5,62.0,51.0,113.0,0.5486725663716814,15.0,14.0,29.0,0.5172413793103449
EUW1_6140675145,5.0,3.0,8.0,0.625,9.0,5.0,14.0,0.6428571428571429,13.0,11.0,24.0,0.5416666666666666,10.0,4.0,14.0,0.7142857142857143,0.0,0.0,0.0,0.5,189.0,162.0,351.0,0.5384615384615384,323.0,255.0,578.0,0.5588235294117647,477.0,397.0,874.0,0.545766590389016,37.0,27.0,64.0,0.578125,2.0,4.0,6.0,0.3333333333333333
EUW1_6139524222,1.0,0.0,1.0,1.0,,,,,174.0,143.0,317.0,0.5488958990536278,198.0,206.0,404.0,0.4900990099009901,,,,,2.0,2.0,4.0,0.5,1.0,1.0,2.0,0.5,5.0,0.0,5.0,1.0,22.0,15.0,37.0,0.5945945945945946,24.0,21.0,45.0,0.5333333333333333
EUW1_6124826859,0.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,66.0,58.0,124.0,0.532258064516129,2.0,5.0,7.0,0.2857142857142857,10.0,8.0,18.0,0.5555555555555556,0.0,3.0,3.0,0.0,2.0,2.0,4.0,0.5
EUW1_6140729274,8.0,6.0,14.0,0.5714285714285714,,,,,12.0,10.0,22.0,0.5454545454545454,273.0,229.0,502.0,0.5438247011952191,6.0,4.0,10.0,0.6,229.0,229.0,458.0,0.5,14.0,18.0,32.0,0.4375,2.0,0.0,2.0,1.0,36.0,19.0,55.0,0.6545454545454545,87.0,86.0,173.0,0.5028901734104047
EUW1_6140804327,14.0,13.0,27.0,0.5185185185185185,18.0,19.0,37.0,0.4864864864864865,181.0,140.0,321.0,0.5638629283489096,8.0,0.0,8.0,1.0,30.0,20.0,50.0,0.6,48.0,41.0,89.0,0.5393258426966292,148.0,129.0,277.0,0.5342960288808665,1.0,2.0,3.0,0.3333333333333333,36.0,27.0,63.0,0.5714285714285714,89.0,77.0,166.0,0.536144578313253
EUW1_6141771232,62.0,53.0,115.0,0.5391304347826087,1.0,1.0,2.0,0.5,1.0,1.0,2.0,0.5,4.0,2.0,6.0,0.6666666666666666,102.0,93.0,195.0,0.5230769230769231,91.0,70.0,161.0,0.5652173913043478,0.0,0.0,0.0,0.5,14.0,11.0,25.0,0.56,24.0,6.0,30.0,0.8,13.0,4.0,17.0,0.7647058823529411
EUW1_6141057503,2.0,0.0,2.0,1.0,133.0,81.0,214.0,0.6214953271028038,3.0,6.0,9.0,0.3333333333333333,31.0,32.0,63.0,0.49206349206349204,8.0,5.0,13.0,0.6153846153846154,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,20.0,19.0,39.0,0.5128205128205128,,,,,43.0,30.0,73.0,0.589041095890411
EUW1_6138611185,27.0,17.0,44.0,0.6136363636363636,195.0,174.0,369.0,0.5284552845528455,8.0,6.0,14.0,0.5714285714285714,81.0,65.0,146.0,0.5547945205479452,82.0,66.0,148.0,0.5540540540540541,164.0,135.0,299.0,0.5484949832775919,141.0,109.0,250.0,0.564,56.0,32.0,88.0,0.6363636363636364,72.0,58.0,130.0,0.5538461538461539,34.0,23.0,57.0,0.5964912280701754
EUW1_6140338733,69.0,69.0,138.0,0.5,3.0,0.0,3.0,1.0,12.0,10.0,22.0,0.5454545454545454,7.0,14.0,21.0,0.3333333333333333,38.0,22.0,60.0,0.6333333333333333,89.0,67.0,156.0,0.5705128205128205,23.0,18.0,41.0,0.5609756097560976,123.0,86.0,209.0,0.5885167464114832,5.0,17.0,22.0,0.22727272727272727,13.0,10.0,23.0,0.5652173913043478
EUW1_6140379215,0.0,3.0,3.0,0.0,53.0,79.0,132.0,0.4015151515151515,1.0,3.0,4.0,0.25,,,,,5.0,7.0,12.0,0.4166666666666667,,,,,,,,,2.0,4.0,6.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
EUW1_6141765637,0.0,0.0,0.0,0.5,8.0,4.0,12.0,0.6666666666666666,65.0,57.0,122.0,0.5327868852459017,,,,,39.0,45.0,84.0,0.4642857142857143,147.0,97.0,244.0,0.6024590163934426,3.0,3.0,6.0,0.5,52.0,43.0,95.0,0.5473684210526316,9.0,12.0,21.0,0.42857142857142855,0.0,5.0,5.0,0.0
EUW1_6137338640,5.0,5.0,10.0,0.5,1.0,1.0,2.0,0.5,140.0,126.0,266.0,0.5263157894736842,3.0,7.0,10.0,0.3,72.0,70.0,142.0,0.5070422535211268,1.0,2.0,3.0,0.3333333333333333,12.0,4.0,16.0,0.75,5.0,12.0,17.0,0.29411764705882354,1.0,0.0,1.0,1.0,100.0,100.0,200.0,0.5
EUW1_6136683853,33.0,28.0,61.0,0.5409836065573771,8.0,9.0,17.0,0.47058823529411764,30.0,14.0,44.0,0.6818181818181818,18.0,8.0,26.0,0.6923076923076923,1.0,0.0,1.0,1.0,3.0,3.0,6.0,0.5,13.0,8.0,21.0,0.6190476190476191,1.0,2.0,3.0,0.3333333333333333,84.0,66.0,150.0,0.56,256.0,213.0,469.0,0.5458422174840085
EUW1_6094174102,54.0,48.0,102.0,0.5294117647058824,89.0,57.0,146.0,0.6095890410958904,252.0,233.0,485.0,0.5195876288659794,133.0,102.0,235.0,0.5659574468085107,14.0,10.0,24.0,0.5833333333333334,2.0,1.0,3.0,0.6666666666666666,119.0,93.0,212.0,0.5613207547169812,3.0,3.0,6.0,0.5,4.0,7.0,11.0,0.36363636363636365,15.0,6.0,21.0,0.7142857142857143
EUW1_6141553292,13.0,8.0,21.0,0.6190476190476191,17.0,22.0,39.0,0.4358974358974359,8.0,9.0,17.0,0.47058823529411764,23.0,9.0,32.0,0.71875,5.0,4.0,9.0,0.5555555555555556,97.0,74.0,171.0,0.5672514619883041,141.0,109.0,250.0,0.564,8.0,6.0,14.0,0.5714285714285714,2.0,2.0,4.0,0.5,62.0,46.0,108.0,0.5740740740740741
EUW1_6095222344,0.0,2.0,2.0,0.0,3.0,4.0,7.0,0.42857142857142855,247.0,153.0,400.0,0.6175,17.0,16.0,33.0,0.5151515151515151,11.0,17.0,28.0,0.39285714285714285,44.0,38.0,82.0,0.5365853658536586,160.0,130.0,290.0,0.5517241379310345,4.0,7.0,11.0,0.36363636363636365,2.0,2.0,4.0,0.5,107.0,91.0,198.0,0.5404040404040404
EUW1_6130210870,1.0,2.0,3.0,0.3333333333333333,2.0,2.0,4.0,0.5,3.0,0.0,3.0,1.0,1.0,5.0,6.0,0.16666666666666666,4.0,7.0,11.0,0.36363636363636365,3.0,2.0,5.0,0.6,10.0,8.0,18.0,0.5555555555555556,5.0,4.0,9.0,0.5555555555555556,54.0,43.0,97.0,0.5567010309278351,8.0,4.0,12.0,0.6666666666666666
EUW1_6074918105,5.0,4.0,9.0,0.5555555555555556,454.0,439.0,893.0,0.5083986562150056,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,77.0,52.0,129.0,0.5968992248062015,0.0,0.0,0.0,0.5,34.0,30.0,64.0,0.53125,45.0,46.0,91.0,0.4945054945054945,44.0,40.0,84.0,0.5238095238095238,4.0,6.0,10.0,0.4
EUW1_6138075284,2.0,4.0,6.0,0.3333333333333333,,,,,,,,,,,,,7.0,2.0,9.0,0.7777777777777778,10.0,9.0,19.0,0.5263157894736842,,,,,0.0,0.0,0.0,0.5,,,,,,,,
EUW1_6112605695,257.0,221.0,478.0,0.5376569037656904,45.0,52.0,97.0,0.4639175257731959,0.0,2.0,2.0,0.0,27.0,24.0,51.0,0.5294117647058824,6.0,8.0,14.0,0.42857142857142855,8.0,8.0,16.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,85.0,69.0,154.0,0.551948051948052,0.0,0.0,0.0,0.5
EUW1_6138137390,,,,,,,,,,,,,7.0,8.0,15.0,0.4666666666666667,,,,,12.0,11.0,23.0,0.5217391304347826,1.0,7.0,8.0,0.125,,,,,2.0,4.0,6.0,0.3333333333333333,,,,
EUW1_6141690704,14.0,20.0,34.0,0.4117647058823529,1.0,0.0,1.0,1.0,,,,,122.0,93.0,215.0,0.5674418604651162,21.0,13.0,34.0,0.6176470588235294,6.0,3.0,9.0,0.6666666666666666,47.0,22.0,69.0,0.6811594202898551,15.0,6.0,21.0,0.7142857142857143,15.0,18.0,33.0,0.45454545454545453,25.0,22.0,47.0,0.5319148936170213
EUW1_6106061703,38.0,20.0,58.0,0.6551724137931034,0.0,2.0,2.0,0.0,154.0,128.0,282.0,0.5460992907801419,102.0,66.0,168.0,0.6071428571428571,95.0,68.0,163.0,0.5828220858895705,5.0,3.0,8.0,0.625,14.0,11.0,25.0,0.56,0.0,0.0,0.0,0.5,10.0,5.0,15.0,0.6666666666666666,122.0,111.0,233.0,0.5236051502145923
EUW1_6140516537,233.0,245.0,478.0,0.4874476987447699,124.0,91.0,215.0,0.5767441860465117,8.0,9.0,17.0,0.47058823529411764,21.0,31.0,52.0,0.40384615384615385,3.0,6.0,9.0,0.3333333333333333,94.0,79.0,173.0,0.5433526011560693,235.0,200.0,435.0,0.5402298850574713,133.0,76.0,209.0,0.6363636363636364,9.0,11.0,20.0,0.45,6.0,10.0,16.0,0.375
EUW1_6140623721,7.0,5.0,12.0,0.5833333333333334,0.0,0.0,0.0,0.5,108.0,84.0,192.0,0.5625,0.0,1.0,1.0,0.0,14.0,24.0,38.0,0.3684210526315789,35.0,38.0,73.0,0.4794520547945205,270.0,291.0,561.0,0.48128342245989303,1.0,1.0,2.0,0.5,99.0,88.0,187.0,0.5294117647058824,2.0,1.0,3.0,0.6666666666666666
EUW1_6050825567,,,,,,,,,2.0,4.0,6.0,0.3333333333333333,,,,,27.0,39.0,66.0,0.4090909090909091,11.0,3.0,14.0,0.7857142857142857,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,64.0,39.0,103.0,0.6213592233009708
EUW1_6103516114,36.0,31.0,67.0,0.5373134328358209,184.0,139.0,323.0,0.5696594427244582,18.0,11.0,29.0,0.6206896551724138,52.0,59.0,111.0,0.46846846846846846,13.0,13.0,26.0,0.5,10.0,10.0,20.0,0.5,31.0,41.0,72.0,0.4305555555555556,54.0,37.0,91.0,0.5934065934065934,35.0,18.0,53.0,0.660377358490566,19.0,12.0,31.0,0.6129032258064516
EUW1_6141733395,,,,,67.0,52.0,119.0,0.5630252100840336,5.0,5.0,10.0,0.5,0.0,1.0,1.0,0.0,39.0,33.0,72.0,0.5416666666666666,30.0,32.0,62.0,0.4838709677419355,9.0,4.0,13.0,0.6923076923076923,6.0,3.0,9.0,0.6666666666666666,6.0,7.0,13.0,0.46153846153846156,,,,
EUW1_6140599310,98.0,83.0,181.0,0.5414364640883977,9.0,4.0,13.0,0.6923076923076923,65.0,69.0,134.0,0.48507462686567165,78.0,78.0,156.0,0.5,22.0,21.0,43.0,0.5116279069767442,220.0,184.0,404.0,0.5445544554455446,30.0,21.0,51.0,0.5882352941176471,63.0,56.0,119.0,0.5294117647058824,4.0,4.0,8.0,0.5,19.0,11.0,30.0,0.6333333333333333
EUW1_6111050141,77.0,68.0,145.0,0.5310344827586206,8.0,7.0,15.0,0.5333333333333333,,,,,,,,,,,,,9.0,23.0,32.0,0.28125,478.0,371.0,849.0,0.5630153121319199,0.0,4.0,4.0,0.0,,,,,1.0,6.0,7.0,0.14285714285714285
EUW1_6139513116,6.0,7.0,13.0,0.46153846153846156,1.0,1.0,2.0,0.5,70.0,60.0,130.0,0.5384615384615384,41.0,37.0,78.0,0.5256410256410257,,,,,1.0,1.0,2.0,0.5,5.0,14.0,19.0,0.2631578947368421,4.0,13.0,17.0,0.23529411764705882,13.0,9.0,22.0,0.5909090909090909,6.0,4.0,10.0,0.6
EUW1_6134265535,166.0,155.0,321.0,0.5171339563862928,,,,,60.0,43.0,103.0,0.5825242718446602,0.0,3.0,3.0,0.0,16.0,13.0,29.0,0.5517241379310345,29.0,30.0,59.0,0.4915254237288136,414.0,325.0,739.0,0.5602165087956699,74.0,62.0,136.0,0.5441176470588235,13.0,13.0,26.0,0.5,34.0,31.0,65.0,0.5230769230769231
