,Y,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_WR,TOP0_NB,TOP0_HOT,TOP0_FILL,TOP0_RANK,TOP0_KDA,TOP0_KDAG,TOP0_VS,TOP0_MAS,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_WR,JGL0_NB,JGL0_HOT,JGL0_FILL,JGL0_RANK,JGL0_KDA,JGL0_KDAG,JGL0_VS,JGL0_MAS,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_WR,MID0_NB,MID0_HOT,MID0_FILL,MID0_RANK,MID0_KDA,MID0_KDAG,MID0_VS,MID0_MAS,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_WR,ADC0_NB,ADC0_HOT,ADC0_FILL,ADC0_RANK,ADC0_KDA,ADC0_KDAG,ADC0_VS,ADC0_MAS,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_WR,SUP0_NB,SUP0_HOT,SUP0_FILL,SUP0_RANK,SUP0_KDA,SUP0_KDAG,SUP0_VS,SUP0_MAS,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_WR,TOP1_NB,TOP1_HOT,TOP1_FILL,TOP1_RANK,TOP1_KDA,TOP1_KDAG,TOP1_VS,TOP1_MAS,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_WR,JGL1_NB,JGL1_HOT,JGL1_FILL,JGL1_RANK,JGL1_KDA,JGL1_KDAG,JGL1_VS,JGL1_MAS,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_WR,MID1_NB,MID1_HOT,MID1_FILL,MID1_RANK,MID1_KDA,MID1_KDAG,MID1_VS,MID1_MAS,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_WR,ADC1_NB,ADC1_HOT,ADC1_FILL,ADC1_RANK,ADC1_KDA,ADC1_KDAG,ADC1_VS,ADC1_MAS,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_WR,SUP1_NB,SUP1_HOT,SUP1_FILL,SUP1_RANK,SUP1_KDA,SUP1_KDAG,SUP1_VS,SUP1_MAS,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_5939355937,1.0,133.0,43.0,0.5813953,0.5,0.0,1.0,0.0,1641.0,0.0,2.5833333,1.4,17578.0,0.0,1.0,1.0,0.0,271.0,221.0,0.50678736,0.5,0.0,0.0,0.0,2001.0,0.0,4.5,1.9,30140.0,0.0,1.0,1.0,0.0,344.0,263.0,0.44486693,0.5,0.0,0.0,0.0,1600.0,0.0,1.3,0.6,223.0,67.0,73.0,140.0,0.47857141,272.0,22.0,0.45454547,0.5,0.0,0.0,0.0,1829.0,0.0,2.6285715,-4.2,4424.0,0.0,1.0,1.0,0.0,453.0,1089.0,0.49770433,0.5,0.0,0.0,0.0,2000.0,0.0,0.9074074,2.3,588612.0,189.0,163.0,352.0,0.5369318,148.0,91.0,0.5934066,0.5,2.0,0.0,0.0,1700.0,1.7142857,1.625,-1.4,55006.0,3.0,0.0,3.0,1.0,62.0,316.0,0.54113925,0.5,0.0,0.0,1.0,2375.0,0.0,2.4,-1.9,4489.0,3.0,3.0,6.0,0.5,33.0,29.0,0.6896552,0.0,2.0,0.0,0.0,1200.0,1.3571428,1.5,-0.6,8368.0,4.0,0.0,4.0,1.0,608.0,891.0,0.5084175,0.5,0.0,0.0,0.0,1764.0,0.0,3.3333333,4.2,208587.0,7.0,13.0,20.0,0.35,187.0,487.0,0.5379877,1.0,1.0,0.0,1.0,1803.0,7.6666665,3.347826,-2.3,125029.0,3.0,2.0,5.0,0.6
EUW1_6140809774,1.0,262.0,146.0,0.5410959,0.5,0.0,0.0,0.0,1770.0,0.0,2.6153846,0.1,1927.0,21.0,14.0,35.0,0.6,41.0,19.0,0.57894737,0.5,0.0,0.0,0.0,700.0,0.0,2.096774,-2.1,4246.0,,,,,184.0,47.0,0.5319149,0.5,0.0,0.0,1.0,1115.0,0.0,3.0588236,0.0,1575.0,,,,,609.0,676.0,0.4837278,0.33333334,3.0,0.0,0.0,900.0,1.48,1.625,3.4,61977.0,9.0,9.0,18.0,0.5,533.0,114.0,0.4649123,0.5,0.0,0.0,0.0,927.0,0.0,7.923077,-3.6,107519.0,5.0,6.0,11.0,0.45454547,220.0,37.0,0.6216216,0.5,0.0,0.0,1.0,870.0,0.0,2.7058823,-0.1,4820.0,,,,,143.0,580.0,0.4862069,0.5,0.0,0.0,1.0,930.0,0.0,1.8604652,2.1,0.0,11.0,10.0,21.0,0.52380955,90.0,150.0,0.52,0.5,0.0,0.0,1.0,1101.0,0.0,2.1111112,0.0,169.0,,,,,342.0,107.0,0.48598132,0.0,1.0,0.0,0.0,1201.0,1.7777778,2.53125,-3.4,106892.0,4.0,4.0,8.0,0.5,73.0,15.0,0.6,1.0,1.0,0.0,0.0,549.0,2.0,1.2608696,3.6,2744.0,,,,
EUW1_6115448087,0.0,57.0,352.0,0.49147728,0.5,0.0,0.0,0.0,1704.0,0.0,2.5384614,5.2,0.0,11.0,4.0,15.0,0.73333335,261.0,675.0,0.49925926,0.6,5.0,0.0,0.0,1612.0,4.0,4.0,-2.6,778962.0,294.0,258.0,552.0,0.5326087,539.0,30.0,0.7,0.5,0.0,0.0,0.0,1627.0,0.0,1.8571428,-1.1,111457.0,30.0,24.0,54.0,0.5555556,83.0,260.0,0.53846157,0.5,0.0,0.0,1.0,1661.0,0.0,1.5294118,-3.9,0.0,0.0,0.0,0.0,0.5,625.0,1193.0,0.503772,0.5,0.0,0.0,0.0,1612.0,0.0,2.9629629,1.4,18260.0,13.0,14.0,27.0,0.4814815,94.0,232.0,0.5344828,0.5,0.0,0.0,1.0,1660.0,0.0,1.7368422,-5.2,12895.0,4.0,2.0,6.0,0.6666667,673.0,1123.0,0.5146928,0.5,4.0,0.0,0.0,1617.0,2.2727273,2.1875,2.6,1111662.0,210.0,177.0,387.0,0.5426357,207.0,378.0,0.52910054,0.5,0.0,0.0,1.0,1789.0,0.0,5.111111,1.1,160857.0,,,,,957.0,1557.0,0.50160563,0.5,0.0,0.0,0.0,1791.0,0.0,1.84375,3.9,105298.0,11.0,10.0,21.0,0.52380955,223.0,698.0,0.50143266,0.0,1.0,0.0,0.0,1748.0,2.857143,5.0740743,-1.4,174095.0,114.0,84.0,198.0,0.57575756
EUW1_6130366068,0.0,42.0,82.0,0.4390244,0.0,1.0,0.0,0.0,983.0,0.27272728,1.0196079,3.1,5236.0,4.0,5.0,9.0,0.44444445,289.0,95.0,0.50526315,0.5,0.0,0.0,1.0,800.0,0.0,1.1315789,-3.8,0.0,2.0,0.0,2.0,1.0,42.0,20.0,0.55,0.5,0.0,0.0,1.0,1060.0,0.0,1.2244898,1.5,755.0,,,,,45.0,137.0,0.5328467,0.5,0.0,0.0,1.0,1723.0,0.0,2.2424242,0.1,675.0,,,,,371.0,88.0,0.5681818,0.5,0.0,0.0,1.0,1200.0,0.0,1.1627907,-0.2,32139.0,,,,,152.0,935.0,0.5080214,0.5,0.0,0.0,1.0,2100.0,0.0,1.1509434,-3.1,50952.0,10.0,22.0,32.0,0.3125,629.0,11.0,0.27272728,0.0,1.0,0.0,1.0,1625.0,0.8333333,1.7142857,3.8,150607.0,,,,,87.0,14.0,0.64285713,0.5,0.0,0.0,1.0,617.0,0.0,2.2916667,-1.5,11005.0,4.0,1.0,5.0,0.8,158.0,86.0,0.39534885,0.5,0.0,0.0,0.0,1200.0,0.0,1.8787879,-0.1,272299.0,1.0,10.0,11.0,0.09090909,70.0,11.0,0.72727275,0.5,0.0,0.0,0.0,831.0,0.0,4.2972975,0.2,2227.0,,,,
EUW1_6128500300,0.0,524.0,642.0,0.5046729,1.0,1.0,0.0,1.0,1473.0,4.6666665,1.8292683,-1.6,2400282.0,36.0,36.0,72.0,0.5,386.0,824.0,0.49514562,0.5,0.0,0.0,1.0,1300.0,0.0,1.6129032,2.8,15575.0,2.0,2.0,4.0,0.5,647.0,587.0,0.51277685,0.5,4.0,0.0,0.0,1615.0,3.0666666,3.4210527,1.4,3121057.0,194.0,121.0,315.0,0.61587304,367.0,536.0,0.5205224,0.5,0.0,0.0,1.0,1459.0,0.0,2.1304348,-0.3,37213.0,1.0,0.0,1.0,1.0,637.0,499.0,0.50300604,0.0,2.0,0.0,0.0,1611.0,3.6,2.7027028,-5.8,149558.0,4.0,5.0,9.0,0.44444445,271.0,321.0,0.57320875,0.6666667,3.0,0.0,0.0,1617.0,9.4,5.0,1.6,109908.0,30.0,11.0,41.0,0.73170733,192.0,339.0,0.5840708,0.5,0.0,0.0,1.0,1441.0,0.0,1.6486486,-2.8,3647.0,1.0,2.0,3.0,0.33333334,135.0,153.0,0.5424837,0.5,0.0,0.0,0.0,1816.0,0.0,4.5238094,-1.4,40445.0,8.0,6.0,14.0,0.5714286,281.0,35.0,0.6571429,0.5,0.0,0.0,1.0,1506.0,0.0,2.1851852,0.3,25827.0,3.0,4.0,7.0,0.42857143,425.0,697.0,0.5021521,0.5,2.0,0.0,0.0,1361.0,1.1363636,1.8378378,5.8,270914.0,56.0,58.0,114.0,0.49122807
EUW1_6141177774,0.0,298.0,726.0,0.5,0.5,0.0,0.0,0.0,1800.0,0.0,1.8333334,0.0,2077.0,,,,,185.0,323.0,0.54798764,0.5,0.0,0.0,0.0,1226.0,0.0,1.7931035,-0.4,7338.0,3.0,1.0,4.0,0.75,488.0,162.0,0.56790125,0.5,0.0,0.0,0.0,2009.0,0.0,1.35,1.2,81220.0,,,,,603.0,142.0,0.52112675,0.5,0.0,0.0,0.0,1944.0,0.0,1.948718,0.2,32478.0,,,,,422.0,99.0,0.5050505,0.5,0.0,0.0,1.0,1581.0,0.0,1.5185186,-2.1,109546.0,1.0,3.0,4.0,0.25,398.0,483.0,0.5217391,0.5,0.0,0.0,0.0,2117.0,0.0,2.3333333,0.0,3693.0,,,,,212.0,11.0,0.18181819,0.0,1.0,0.0,1.0,1681.0,1.1,0.7446808,0.4,246061.0,1.0,8.0,9.0,0.11111111,409.0,111.0,0.5585586,0.5,0.0,0.0,0.0,1601.0,0.0,3.1111112,-1.2,14074.0,0.0,1.0,1.0,0.0,96.0,242.0,0.42561984,0.0,1.0,0.0,0.0,1139.0,1.1818181,1.3461539,-0.2,29516.0,0.0,1.0,1.0,0.0,189.0,188.0,0.49468085,0.5,0.0,0.0,1.0,1400.0,0.0,3.8095238,2.1,88125.0,0.0,4.0,4.0,0.0
EUW1_6136809545,1.0,596.0,1838.0,0.50272036,1.0,1.0,0.0,1.0,1630.0,2.5,1.925,-2.4,528009.0,398.0,345.0,743.0,0.5356662,662.0,1006.0,0.49304175,0.5,0.0,0.0,0.0,1744.0,0.0,1.8571428,0.3,27235.0,3.0,7.0,10.0,0.3,284.0,942.0,0.5127388,0.5,0.0,0.0,0.0,1690.0,0.0,2.1363637,-0.3,31510.0,26.0,21.0,47.0,0.5531915,709.0,452.0,0.49557522,0.5,0.0,1.0,0.0,1822.0,0.0,2.6470587,-2.7,381956.0,,,,,171.0,195.0,0.548718,0.8,5.0,1.0,0.0,1848.0,3.0,3.0,1.1,33633.0,32.0,19.0,51.0,0.627451,538.0,703.0,0.51635844,0.5,0.0,1.0,1.0,1834.0,0.0,1.9428571,2.4,7743.0,5.0,7.0,12.0,0.41666666,429.0,1210.0,0.5140496,0.5,0.0,0.0,1.0,1600.0,0.0,1.3181819,-0.3,174801.0,,,,,444.0,498.0,0.53815264,0.5,0.0,0.0,1.0,1728.0,0.0,3.2727273,0.3,91393.0,4.0,5.0,9.0,0.44444445,81.0,575.0,0.51304346,0.6,5.0,0.0,0.0,1631.0,2.7179487,2.7179487,2.7,300965.0,197.0,184.0,381.0,0.51706034,497.0,363.0,0.49311295,0.75,4.0,0.0,0.0,1700.0,4.2380953,3.2580645,-1.1,616239.0,46.0,43.0,89.0,0.5168539
EUW1_6130806112,0.0,309.0,101.0,0.44554454,0.5,2.0,0.0,0.0,2058.0,4.0,3.4210527,-1.7,22251.0,2.0,0.0,2.0,1.0,380.0,252.0,0.46031746,0.5,0.0,0.0,0.0,1800.0,0.0,2.4117646,1.5,36568.0,4.0,2.0,6.0,0.6666667,120.0,208.0,0.47596154,0.5,0.0,0.0,1.0,2209.0,0.0,2.413793,2.1,3298.0,,,,,760.0,1009.0,0.49851337,0.5,0.0,0.0,1.0,1639.0,0.0,2.5365853,-2.7,58613.0,3.0,0.0,3.0,1.0,264.0,411.0,0.5182482,0.5,0.0,0.0,0.0,1757.0,0.0,4.2380953,1.0,97853.0,25.0,36.0,61.0,0.40983605,225.0,210.0,0.52380955,0.5,0.0,0.0,1.0,2345.0,0.0,2.2,1.7,1803.0,,,,,129.0,537.0,0.53445065,0.4,5.0,0.0,0.0,2141.0,1.5675676,1.5675676,-1.5,498836.0,,,,,107.0,251.0,0.5139442,0.8,5.0,1.0,0.0,1790.0,3.8333333,3.8333333,-2.1,373415.0,,,,,69.0,88.0,0.5681818,0.5,0.0,0.0,1.0,1980.0,0.0,3.413793,2.7,10591.0,1.0,0.0,1.0,1.0,353.0,22.0,0.4090909,0.5,0.0,0.0,0.0,1621.0,0.0,2.580645,-1.0,9218.0,,,,
EUW1_6140826866,1.0,183.0,138.0,0.47826087,0.5,0.0,0.0,1.0,1922.0,0.0,1.7826087,-2.4,20878.0,16.0,16.0,32.0,0.5,86.0,241.0,0.5228216,0.5,0.0,0.0,0.0,1746.0,0.0,2.3333333,-0.4,30350.0,15.0,15.0,30.0,0.5,415.0,488.0,0.49385247,0.5,0.0,0.0,1.0,1600.0,0.0,1.6071428,1.6,189735.0,24.0,26.0,50.0,0.48,439.0,336.0,0.48809522,0.0,1.0,0.0,0.0,1861.0,1.8,2.4318182,2.8,39057.0,4.0,4.0,8.0,0.5,481.0,1264.0,0.5181962,0.5,0.0,0.0,0.0,1809.0,0.0,2.108108,3.5,14638.0,4.0,4.0,8.0,0.5,300.0,414.0,0.5120773,0.6666667,3.0,0.0,0.0,1861.0,2.1666667,1.8611112,2.4,154939.0,84.0,79.0,163.0,0.5153374,404.0,1249.0,0.5084067,0.6,5.0,0.0,0.0,1767.0,5.6,5.6,0.4,38448.0,30.0,30.0,60.0,0.5,391.0,250.0,0.552,0.6666667,3.0,0.0,0.0,1689.0,3.2222223,2.75,-1.6,28488.0,15.0,8.0,23.0,0.65217394,53.0,157.0,0.5732484,0.0,2.0,0.0,0.0,1760.0,2.75,3.586207,-2.8,13797.0,11.0,12.0,23.0,0.47826087,59.0,354.0,0.519774,0.5,0.0,0.0,1.0,1719.0,0.0,0.59322035,-3.5,8745.0,3.0,2.0,5.0,0.6
EUW1_6139203859,0.0,408.0,125.0,0.56,0.5,0.0,0.0,0.0,1410.0,0.0,1.8157895,-2.2,30507.0,6.0,4.0,10.0,0.6,359.0,284.0,0.4753521,0.5,0.0,0.0,0.0,1332.0,0.0,4.368421,-2.6,2735.0,1.0,0.0,1.0,1.0,170.0,97.0,0.5051546,1.0,1.0,0.0,1.0,1376.0,5.6666665,4.8235292,3.3,826362.0,11.0,20.0,31.0,0.3548387,285.0,446.0,0.529148,0.5,0.0,0.0,1.0,1645.0,0.0,1.4230769,1.2,41348.0,2.0,1.0,3.0,0.6666667,96.0,78.0,0.4871795,0.5,0.0,0.0,1.0,928.0,0.0,2.6,-1.5,103619.0,9.0,13.0,22.0,0.4090909,132.0,97.0,0.58762884,0.5,0.0,0.0,0.0,1201.0,0.0,1.3111111,2.2,15547.0,,,,,634.0,76.0,0.6184211,1.0,1.0,0.0,0.0,1784.0,3.0,3.95,2.6,28342.0,,,,,240.0,45.0,0.53333336,0.5,0.0,0.0,1.0,1201.0,0.0,4.409091,-3.3,21320.0,,,,,913.0,328.0,0.47560975,0.5,0.0,0.0,1.0,1204.0,0.0,0.9285714,-1.2,73041.0,0.0,4.0,4.0,0.0,610.0,36.0,0.33333334,0.5,0.0,0.0,1.0,1075.0,0.0,2.9047618,1.5,190359.0,0.0,1.0,1.0,0.0
EUW1_6140759349,0.0,131.0,252.0,0.6269841,0.6666667,3.0,0.0,0.0,1636.0,2.7142856,2.1052632,-5.3,37540.0,19.0,6.0,25.0,0.76,162.0,259.0,0.5057915,0.5,0.0,0.0,1.0,1658.0,0.0,3.3461537,0.8,23372.0,5.0,3.0,8.0,0.625,217.0,52.0,0.32692307,0.5,0.0,0.0,0.0,1529.0,0.0,1.3870968,4.3,112848.0,1.0,3.0,4.0,0.25,49.0,132.0,0.5151515,0.5,0.0,0.0,0.0,1712.0,0.0,2.2285714,-2.6,9709.0,10.0,5.0,15.0,0.6666667,645.0,436.0,0.51605505,0.6,5.0,0.0,0.0,1701.0,4.7826085,4.7826085,0.2,387015.0,88.0,66.0,154.0,0.5714286,523.0,918.0,0.5163399,0.0,1.0,0.0,0.0,1800.0,0.4,1.7333333,5.3,748165.0,133.0,86.0,219.0,0.60730594,50.0,222.0,0.5540541,0.5,0.0,0.0,0.0,1829.0,0.0,2.2333333,-0.8,24649.0,21.0,13.0,34.0,0.61764705,170.0,180.0,0.5,0.0,1.0,0.0,1.0,1762.0,2.8,1.6285714,-4.3,203290.0,31.0,31.0,62.0,0.5,414.0,339.0,0.52507377,0.5,0.0,0.0,1.0,1733.0,0.0,3.2173913,2.6,168825.0,7.0,9.0,16.0,0.4375,68.0,249.0,0.47389558,1.0,1.0,1.0,0.0,1774.0,6.0,3.9230769,-0.2,20549.0,14.0,13.0,27.0,0.5185185
EUW1_6133697255,0.0,160.0,263.0,0.486692,0.0,1.0,0.0,0.0,800.0,0.5714286,1.2903225,-1.0,0.0,2.0,2.0,4.0,0.5,77.0,237.0,0.48101267,0.5,0.0,0.0,1.0,319.0,0.0,1.3953488,3.4,54661.0,1.0,0.0,1.0,1.0,87.0,168.0,0.45238096,0.5,0.0,0.0,1.0,449.0,0.0,2.1785715,4.4,13933.0,0.0,0.0,0.0,0.5,308.0,1062.0,0.52448213,0.5,0.0,0.0,0.0,1700.0,0.0,2.4848485,-1.5,320832.0,,,,,91.0,85.0,0.3882353,0.4,5.0,0.0,0.0,529.0,3.7741935,3.7741935,-7.7,382042.0,30.0,46.0,76.0,0.39473686,284.0,12.0,0.5833333,0.6666667,3.0,0.0,0.0,982.0,3.625,2.2727273,1.0,305916.0,0.0,4.0,4.0,0.0,192.0,62.0,0.4516129,0.5,0.0,0.0,1.0,826.0,0.0,1.6764706,-3.4,8461.0,,,,,438.0,398.0,0.459799,0.5,0.0,0.0,1.0,836.0,0.0,2.0555556,-4.4,229661.0,0.0,4.0,4.0,0.0,236.0,284.0,0.48239437,0.5,0.0,0.0,0.0,500.0,0.0,1.8148148,1.5,4980.0,,,,,49.0,35.0,0.37142858,0.0,1.0,0.0,1.0,400.0,0.75,1.1578947,7.7,98993.0,9.0,11.0,20.0,0.45
EUW1_6133446776,1.0,546.0,501.0,0.50898206,0.5,0.0,0.0,1.0,1641.0,0.0,3.4444444,3.8,45620.0,10.0,13.0,23.0,0.4347826,331.0,1443.0,0.50727654,0.5,2.0,0.0,0.0,1775.0,0.75,2.2631578,1.6,449123.0,159.0,136.0,295.0,0.53898305,807.0,1236.0,0.50161815,0.5,0.0,0.0,1.0,1816.0,0.0,2.0,0.7,122270.0,27.0,29.0,56.0,0.48214287,180.0,330.0,0.5151515,0.5,0.0,0.0,1.0,1633.0,0.0,2.097561,-0.3,3754.0,1.0,3.0,4.0,0.25,51.0,138.0,0.48550725,0.2,5.0,0.0,0.0,1861.0,1.8,1.8,-2.8,76647.0,27.0,34.0,61.0,0.44262296,184.0,245.0,0.46938777,0.5,0.0,1.0,1.0,1712.0,0.0,3.6666667,-3.8,393986.0,38.0,35.0,73.0,0.5205479,379.0,433.0,0.5011547,1.0,2.0,1.0,0.0,1783.0,4.1538463,2.8666666,-1.6,21326.0,9.0,14.0,23.0,0.39130434,385.0,201.0,0.5124378,0.5,0.0,0.0,0.0,1749.0,0.0,2.90625,-0.7,10480.0,0.0,2.0,2.0,0.0,258.0,295.0,0.5016949,1.0,1.0,0.0,0.0,1653.0,5.0,3.4285715,0.3,230744.0,51.0,32.0,83.0,0.61445785,126.0,112.0,0.5089286,1.0,3.0,0.0,0.0,1787.0,4.1538463,3.652174,2.8,41703.0,3.0,3.0,6.0,0.5
EUW1_5882915441,0.0,64.0,13.0,0.53846157,0.5,0.0,0.0,1.0,1775.0,0.0,1.5,-4.1,2253.0,0.0,0.0,0.0,0.5,401.0,37.0,0.4054054,0.5,0.0,0.0,0.0,1742.0,0.0,3.1111112,-1.4,106649.0,3.0,1.0,4.0,0.75,539.0,29.0,0.41379312,0.5,0.0,0.0,0.0,1643.0,0.0,3.9166667,-1.5,247249.0,1.0,5.0,6.0,0.16666667,60.0,92.0,0.47826087,0.5,0.0,0.0,1.0,1675.0,0.0,2.44,0.1,7035.0,0.0,1.0,1.0,0.0,409.0,531.0,0.5141243,0.5,0.0,0.0,0.0,1600.0,0.0,2.9655173,-1.2,156167.0,8.0,14.0,22.0,0.36363637,368.0,124.0,0.62903225,0.6,5.0,0.0,0.0,2668.0,1.8214285,1.8214285,4.1,1169991.0,74.0,43.0,117.0,0.63247865,124.0,147.0,0.49659863,0.5,0.0,0.0,0.0,1831.0,0.0,2.275862,1.4,145088.0,19.0,9.0,28.0,0.6785714,42.0,56.0,0.58928573,0.5,0.0,0.0,1.0,1912.0,0.0,1.5238096,1.5,3432.0,2.0,1.0,3.0,0.6666667,45.0,168.0,0.48214287,0.5,0.0,0.0,1.0,1662.0,0.0,1.4102564,-0.1,21749.0,18.0,12.0,30.0,0.6,39.0,95.0,0.49473685,0.5,0.0,0.0,0.0,1428.0,0.0,2.025641,1.2,3608.0,2.0,1.0,3.0,0.6666667
EUW1_6141456085,0.0,152.0,260.0,0.48846152,0.5,0.0,0.0,1.0,1204.0,0.0,1.7857143,-5.2,75933.0,,,,,289.0,141.0,0.5177305,0.5,0.0,0.0,0.0,1663.0,0.0,1.35,-0.1,21748.0,,,,,190.0,353.0,0.4957507,0.5,0.0,0.0,0.0,1720.0,0.0,2.0434783,-0.2,16834.0,,,,,455.0,561.0,0.5151515,0.6,5.0,0.0,1.0,1291.0,2.7027028,2.7027028,0.7,88312.0,4.0,4.0,8.0,0.5,307.0,94.0,0.43617022,0.5,0.0,0.0,1.0,723.0,0.0,1.7,0.7,112377.0,0.0,3.0,3.0,0.0,412.0,715.0,0.5132867,0.5,0.0,1.0,0.0,1758.0,0.0,2.8275862,5.2,34549.0,17.0,18.0,35.0,0.4857143,467.0,325.0,0.52307695,0.5,2.0,0.0,0.0,1934.0,3.7,2.6,0.1,130919.0,8.0,9.0,17.0,0.47058824,298.0,18.0,0.44444445,0.5,0.0,0.0,0.0,1145.0,0.0,3.2777777,0.2,34055.0,,,,,282.0,121.0,0.47933885,0.75,4.0,0.0,0.0,1601.0,3.631579,3.3461537,-0.7,163702.0,9.0,14.0,23.0,0.39130434,538.0,342.0,0.4883041,0.6,5.0,0.0,0.0,1200.0,3.590909,3.590909,-0.7,398428.0,14.0,14.0,28.0,0.5
EUW1_6141561758,1.0,73.0,317.0,0.53943217,0.5,0.0,0.0,0.0,1862.0,0.0,3.5238094,-0.4,68490.0,31.0,36.0,67.0,0.46268657,242.0,268.0,0.48507464,0.5,0.0,0.0,0.0,1640.0,0.0,2.4722223,-1.9,17173.0,2.0,2.0,4.0,0.5,83.0,219.0,0.5479452,0.33333334,3.0,1.0,0.0,1842.0,2.7222223,2.3333333,-0.1,84440.0,51.0,42.0,93.0,0.5483871,790.0,91.0,0.41758242,0.5,0.0,0.0,1.0,1380.0,0.0,1.2580645,0.8,210003.0,123.0,107.0,230.0,0.5347826,226.0,74.0,0.47297296,0.0,1.0,0.0,0.0,1503.0,0.6666667,2.631579,4.0,398185.0,14.0,18.0,32.0,0.4375,455.0,265.0,0.5169811,0.6666667,3.0,0.0,0.0,1915.0,2.5833333,2.6785715,0.4,539504.0,62.0,48.0,110.0,0.56363636,628.0,251.0,0.4860558,0.5,0.0,0.0,0.0,1606.0,0.0,1.2954545,1.9,73283.0,8.0,5.0,13.0,0.61538464,597.0,1577.0,0.4939759,0.5,0.0,0.0,1.0,1631.0,0.0,1.8461539,0.1,61403.0,3.0,9.0,12.0,0.25,395.0,406.0,0.5049261,0.5,0.0,0.0,1.0,1617.0,0.0,2.5714285,-0.8,20196.0,0.0,1.0,1.0,0.0,226.0,676.0,0.5147929,0.5,0.0,0.0,1.0,1650.0,0.0,2.642857,-4.0,7764.0,2.0,3.0,5.0,0.4
EUW1_6137860209,0.0,336.0,114.0,0.5,0.5,0.0,0.0,1.0,1369.0,0.0,1.451613,-2.3,36801.0,,,,,533.0,155.0,0.4903226,0.5,0.0,0.0,0.0,1814.0,0.0,2.1785715,2.6,28868.0,2.0,2.0,4.0,0.5,238.0,35.0,0.31428573,0.5,0.0,0.0,0.0,1474.0,0.0,1.5405406,-4.0,75453.0,4.0,1.0,5.0,0.8,461.0,282.0,0.5177305,0.5,0.0,0.0,0.0,1700.0,0.0,3.5925925,-2.0,243169.0,10.0,6.0,16.0,0.625,349.0,264.0,0.4848485,0.5,0.0,0.0,0.0,1629.0,0.0,2.6296296,3.3,21708.0,10.0,4.0,14.0,0.71428573,174.0,522.0,0.50383145,0.33333334,3.0,0.0,0.0,1600.0,2.9545455,2.6451614,2.3,106030.0,67.0,55.0,122.0,0.5491803,191.0,679.0,0.5154639,0.5,0.0,0.0,1.0,2347.0,0.0,3.2692308,-2.6,176755.0,48.0,35.0,83.0,0.57831323,211.0,331.0,0.47734138,0.5,0.0,0.0,0.0,1600.0,0.0,2.2857144,4.0,165595.0,14.0,15.0,29.0,0.4827586,597.0,379.0,0.5013193,0.5,2.0,0.0,0.0,2048.0,2.857143,2.7931035,2.0,1394658.0,166.0,157.0,323.0,0.5139319,468.0,28.0,0.4642857,0.5,0.0,0.0,1.0,1194.0,0.0,2.1538463,-3.3,24568.0,9.0,9.0,18.0,0.5
