,Y,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_WR,TOP0_NB,TOP0_HOT,TOP0_FILL,TOP0_RANK,TOP0_KDA,TOP0_KDAG,TOP0_VS,TOP0_MAS,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_WR,JGL0_NB,JGL0_HOT,JGL0_FILL,JGL0_RANK,JGL0_KDA,JGL0_KDAG,JGL0_VS,JGL0_MAS,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_WR,MID0_NB,MID0_HOT,MID0_FILL,MID0_RANK,MID0_KDA,MID0_KDAG,MID0_VS,MID0_MAS,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_WR,ADC0_NB,ADC0_HOT,ADC0_FILL,ADC0_RANK,ADC0_KDA,ADC0_KDAG,ADC0_VS,ADC0_MAS,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_WR,SUP0_NB,SUP0_HOT,SUP0_FILL,SUP0_RANK,SUP0_KDA,SUP0_KDAG,SUP0_VS,SUP0_MAS,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_WR,TOP1_NB,TOP1_HOT,TOP1_FILL,TOP1_RANK,TOP1_KDA,TOP1_KDAG,TOP1_VS,TOP1_MAS,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_WR,JGL1_NB,JGL1_HOT,JGL1_FILL,JGL1_RANK,JGL1_KDA,JGL1_KDAG,JGL1_VS,JGL1_MAS,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_WR,MID1_NB,MID1_HOT,MID1_FILL,MID1_RANK,MID1_KDA,MID1_KDAG,MID1_VS,MID1_MAS,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_WR,ADC1_NB,ADC1_HOT,ADC1_FILL,ADC1_RANK,ADC1_KDA,ADC1_KDAG,ADC1_VS,ADC1_MAS,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_WR,SUP1_NB,SUP1_HOT,SUP1_FILL,SUP1_RANK,SUP1_KDA,SUP1_KDAG,SUP1_VS,SUP1_MAS,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6124691839,0.0,50.0,76.0,0.4868421,0.5,4.0,0.0,0.0,1404.0,1.4285715,1.25,-0.5,32137.0,8.0,3.0,11.0,0.72727275,375.0,174.0,0.5229885,0.5,0.0,0.0,0.0,1699.0,0.0,2.9411764,-1.7,16478.0,,,,,316.0,85.0,0.6,1.0,1.0,0.0,0.0,1472.0,0.9,2.2,0.3,172420.0,4.0,1.0,5.0,0.8,60.0,220.0,0.5,0.0,1.0,0.0,0.0,1602.0,1.7,1.7674419,-2.6,26395.0,24.0,15.0,39.0,0.61538464,88.0,55.0,0.5090909,0.5,0.0,0.0,0.0,790.0,0.0,1.6875,0.1,17772.0,0.0,1.0,1.0,0.0,434.0,44.0,0.6363636,0.5,0.0,1.0,1.0,1527.0,0.0,2.68,0.5,12232.0,,,,,375.0,145.0,0.5448276,0.5,0.0,0.0,1.0,1700.0,0.0,1.3076923,1.7,7641.0,,,,,213.0,104.0,0.45192307,0.5,0.0,0.0,1.0,1570.0,0.0,1.2340425,-0.3,15192.0,,,,,136.0,49.0,0.63265306,0.5,0.0,1.0,1.0,1537.0,0.0,4.7727275,2.6,23691.0,,,,,238.0,284.0,0.52112675,0.5,0.0,0.0,1.0,1248.0,0.0,1.7619047,-0.1,24194.0,,,,
EUW1_6140640312,1.0,178.0,413.0,0.51331717,0.5,0.0,1.0,0.0,1575.0,0.0,2.0,-6.3,40525.0,7.0,5.0,12.0,0.5833333,437.0,694.0,0.51729107,0.5,0.0,0.0,0.0,1800.0,0.0,1.9047619,-1.4,190785.0,34.0,45.0,79.0,0.43037975,312.0,524.0,0.51717556,0.0,1.0,0.0,0.0,1214.0,3.0,0.7058824,1.1,323561.0,136.0,116.0,252.0,0.53968257,135.0,189.0,0.52380955,0.5,4.0,0.0,0.0,1600.0,0.88461536,0.7647059,-2.9,11045.0,4.0,3.0,7.0,0.5714286,109.0,845.0,0.5029586,1.0,1.0,0.0,0.0,1475.0,1.75,0.7777778,-3.6,24747.0,,,,,86.0,279.0,0.5232975,1.0,2.0,0.0,0.0,1277.0,4.6666665,3.1153846,6.3,70903.0,48.0,39.0,87.0,0.55172414,399.0,284.0,0.48591548,0.33333334,3.0,0.0,0.0,1459.0,2.05,2.0370371,1.4,433021.0,60.0,44.0,104.0,0.5769231,374.0,858.0,0.5,1.0,2.0,0.0,0.0,1700.0,2.0,1.969697,-1.1,25089.0,14.0,10.0,24.0,0.5833333,58.0,219.0,0.5251142,0.5,0.0,0.0,0.0,1621.0,0.0,4.3913045,2.9,12822.0,9.0,6.0,15.0,0.6,486.0,837.0,0.49940264,0.33333334,3.0,0.0,0.0,1437.0,1.6,1.2857143,3.6,2629795.0,435.0,422.0,857.0,0.5075846
EUW1_6141415025,1.0,42.0,146.0,0.51369864,0.5,0.0,0.0,1.0,1675.0,0.0,0.98,1.0,26964.0,1.0,2.0,3.0,0.33333334,298.0,755.0,0.5152318,0.0,1.0,0.0,0.0,1826.0,0.3,1.5,-0.4,220366.0,163.0,131.0,294.0,0.5544218,486.0,718.0,0.5069638,0.2,5.0,0.0,1.0,1828.0,1.2692307,1.2692307,1.1,968.0,254.0,219.0,473.0,0.5369979,67.0,444.0,0.5067568,0.6666667,3.0,0.0,0.0,1786.0,2.631579,2.4545455,1.2,226186.0,204.0,186.0,390.0,0.52307695,1006.0,804.0,0.49751243,0.5,0.0,0.0,1.0,1838.0,0.0,2.607143,-1.1,108086.0,3.0,4.0,7.0,0.42857143,232.0,708.0,0.509887,0.5,4.0,0.0,0.0,1859.0,1.8,1.7368422,-1.0,523864.0,230.0,204.0,434.0,0.5299539,542.0,734.0,0.506812,0.5,0.0,0.0,0.0,1735.0,0.0,1.7209302,0.4,327822.0,30.0,30.0,60.0,0.5,392.0,410.0,0.5390244,1.0,1.0,0.0,0.0,1829.0,4.6,2.7916667,-1.1,20646.0,7.0,4.0,11.0,0.6363636,52.0,38.0,0.4473684,0.5,0.0,0.0,0.0,1631.0,0.0,1.925,-1.2,19128.0,3.0,6.0,9.0,0.33333334,226.0,80.0,0.425,0.5,0.0,1.0,0.0,1699.0,0.0,4.0869565,1.1,23308.0,7.0,8.0,15.0,0.46666667
EUW1_6131208953,0.0,258.0,363.0,0.5371901,0.5,0.0,0.0,1.0,1520.0,0.0,2.25,-1.6,2266.0,,,,,97.0,368.0,0.5326087,0.5,0.0,0.0,0.0,1228.0,0.0,1.3478261,-4.6,20873.0,0.0,0.0,0.0,0.5,289.0,222.0,0.5945946,0.5,0.0,0.0,0.0,1416.0,0.0,2.6785715,1.4,257.0,,,,,675.0,1274.0,0.5149137,0.5,0.0,0.0,1.0,2000.0,0.0,1.8222222,1.2,2561.0,1.0,1.0,2.0,0.5,190.0,176.0,0.54545456,0.5,4.0,0.0,0.0,900.0,1.9,1.939394,1.3,63275.0,3.0,2.0,5.0,0.6,391.0,584.0,0.5393836,0.0,2.0,0.0,1.0,1729.0,1.375,1.0588236,1.6,885267.0,108.0,88.0,196.0,0.5510204,710.0,1120.0,0.51964283,0.5,2.0,0.0,0.0,1634.0,2.7692308,2.6296296,4.6,3449669.0,420.0,352.0,772.0,0.54404145,444.0,971.0,0.5169928,0.5,0.0,0.0,1.0,1600.0,0.0,1.4418604,-1.4,13528.0,,,,,201.0,99.0,0.53535354,0.5,0.0,0.0,1.0,575.0,0.0,1.882353,-1.2,2092.0,,,,,535.0,208.0,0.55288464,0.5,2.0,0.0,0.0,1700.0,2.875,2.1162791,-1.3,117673.0,3.0,6.0,9.0,0.33333334
EUW1_6141458490,1.0,359.0,396.0,0.510101,0.5,0.0,1.0,0.0,1765.0,0.0,3.0833333,0.2,61147.0,21.0,26.0,47.0,0.44680852,203.0,649.0,0.5023112,0.5,0.0,0.0,0.0,1740.0,0.0,2.8846154,3.8,7728.0,4.0,7.0,11.0,0.36363637,345.0,325.0,0.4953846,0.5,0.0,0.0,1.0,1700.0,0.0,1.5151515,3.1,3675.0,0.0,1.0,1.0,0.0,665.0,976.0,0.4918033,0.5,0.0,0.0,1.0,1675.0,0.0,1.5,0.2,594129.0,75.0,74.0,149.0,0.5033557,349.0,822.0,0.50243306,0.5,0.0,0.0,1.0,1735.0,0.0,1.5,1.8,881926.0,119.0,114.0,233.0,0.5107296,634.0,214.0,0.46261683,0.5,0.0,0.0,1.0,1317.0,0.0,2.28,-0.2,76433.0,11.0,4.0,15.0,0.73333335,432.0,239.0,0.47698745,0.5,0.0,0.0,1.0,1662.0,0.0,1.84,-3.8,28748.0,3.0,5.0,8.0,0.375,562.0,403.0,0.5111663,0.33333334,3.0,0.0,0.0,1713.0,1.4705882,1.4814814,-3.1,1507631.0,171.0,152.0,323.0,0.5294118,464.0,168.0,0.5297619,0.5,0.0,1.0,1.0,1732.0,0.0,2.2093024,-0.2,39457.0,0.0,1.0,1.0,0.0,41.0,59.0,0.55932206,1.0,1.0,0.0,0.0,1536.0,6.0,1.9666667,-1.8,5184.0,5.0,1.0,6.0,0.8333333
EUW1_6141738436,0.0,201.0,14.0,0.5,0.0,2.0,0.0,0.0,761.0,2.1764705,2.317073,0.8,42587.0,34.0,34.0,68.0,0.5,308.0,70.0,0.6,0.5,0.0,0.0,1.0,766.0,0.0,1.8928572,-1.4,69313.0,1.0,0.0,1.0,1.0,609.0,400.0,0.4975,0.0,1.0,0.0,1.0,1725.0,1.1666666,2.7857144,0.1,29249.0,3.0,2.0,5.0,0.6,487.0,86.0,0.5813953,0.5,0.0,0.0,0.0,1320.0,0.0,2.6774194,-0.9,86827.0,,,,,402.0,329.0,0.4893617,0.5,0.0,0.0,1.0,938.0,0.0,3.090909,-4.0,23980.0,,,,,175.0,23.0,0.5217391,0.5,0.0,1.0,1.0,1544.0,0.0,3.3913043,-0.8,104.0,,,,,215.0,112.0,0.51785713,0.5,0.0,0.0,1.0,1223.0,0.0,2.7391305,1.4,5330.0,20.0,7.0,27.0,0.7407407,163.0,231.0,0.5670996,0.75,4.0,0.0,0.0,994.0,6.3636365,4.882353,-0.1,207706.0,63.0,37.0,100.0,0.63,206.0,26.0,0.61538464,0.5,0.0,1.0,1.0,1141.0,0.0,3.3125,0.9,73044.0,,,,,231.0,129.0,0.4031008,0.25,4.0,0.0,0.0,1114.0,4.4,3.6086957,4.0,468872.0,37.0,53.0,90.0,0.41111112
EUW1_6141735661,1.0,725.0,934.0,0.4882227,0.5,0.0,0.0,0.0,1713.0,0.0,1.8076923,2.2,80353.0,16.0,16.0,32.0,0.5,407.0,398.0,0.50753766,0.5,0.0,0.0,1.0,1726.0,0.0,3.074074,0.0,110928.0,15.0,8.0,23.0,0.65217394,506.0,175.0,0.5257143,0.4,5.0,0.0,0.0,1701.0,1.84,1.84,3.3,112100.0,23.0,17.0,40.0,0.575,583.0,1202.0,0.50415975,0.5,0.0,0.0,0.0,1600.0,0.0,1.5526316,3.4,42839.0,9.0,15.0,24.0,0.375,217.0,267.0,0.5355805,0.5,4.0,0.0,0.0,1968.0,2.4347825,2.419355,1.3,168780.0,39.0,29.0,68.0,0.5735294,393.0,496.0,0.516129,0.0,1.0,0.0,0.0,1709.0,0.71428573,2.0689654,-2.2,9227.0,1.0,1.0,2.0,0.5,728.0,935.0,0.4983957,0.5,0.0,0.0,1.0,1700.0,0.0,2.2413793,0.0,7229.0,3.0,7.0,10.0,0.3,400.0,1542.0,0.51297015,0.33333334,3.0,0.0,0.0,1660.0,1.5454545,1.3461539,-3.3,1666567.0,689.0,605.0,1294.0,0.5324575,151.0,803.0,0.5205479,1.0,1.0,1.0,0.0,2001.0,17.0,5.368421,-3.4,12199.0,10.0,7.0,17.0,0.5882353,52.0,131.0,0.52671754,0.5,0.0,0.0,0.0,1600.0,0.0,2.162162,-1.3,12126.0,4.0,1.0,5.0,0.8
EUW1_6118502449,1.0,213.0,793.0,0.51450187,0.0,1.0,0.0,0.0,1867.0,3.6666667,4.3636365,-0.4,53538.0,10.0,5.0,15.0,0.6666667,299.0,1049.0,0.5033365,0.0,2.0,0.0,0.0,2040.0,2.0,2.25,1.9,944136.0,391.0,334.0,725.0,0.53931034,643.0,748.0,0.4959893,0.5,0.0,0.0,0.0,1690.0,0.0,1.3913044,-0.2,127112.0,11.0,25.0,36.0,0.30555555,55.0,157.0,0.51592356,0.5,0.0,0.0,1.0,1860.0,0.0,1.5135136,-1.6,9506.0,4.0,5.0,9.0,0.44444445,592.0,17.0,0.1764706,0.5,0.0,0.0,1.0,323.0,0.0,1.55,5.0,331883.0,116.0,81.0,197.0,0.5888325,384.0,502.0,0.5059761,0.5,0.0,0.0,0.0,1939.0,0.0,1.5925926,0.4,3944.0,1.0,0.0,1.0,1.0,83.0,50.0,0.68,0.6666667,3.0,0.0,0.0,1700.0,3.4,3.0416667,-1.9,8500.0,4.0,3.0,7.0,0.5714286,383.0,227.0,0.5506608,0.5,0.0,0.0,1.0,1865.0,0.0,2.7407408,0.2,51302.0,,,,,183.0,365.0,0.5178082,0.5,0.0,0.0,0.0,1718.0,0.0,2.375,1.6,76671.0,28.0,27.0,55.0,0.5090909,138.0,957.0,0.5308255,0.5,0.0,0.0,1.0,2100.0,0.0,1.8888888,-5.0,9834.0,6.0,7.0,13.0,0.46153846
EUW1_6135802880,1.0,243.0,374.0,0.526738,0.5,0.0,0.0,1.0,1600.0,0.0,4.8,3.3,41680.0,,,,,495.0,401.0,0.5436409,0.5,0.0,0.0,0.0,1600.0,0.0,7.0,0.2,299050.0,61.0,21.0,82.0,0.74390244,356.0,788.0,0.5177665,0.4,5.0,0.0,0.0,1775.0,2.0,2.0,-1.0,364840.0,240.0,187.0,427.0,0.5620609,194.0,403.0,0.5111663,0.5,0.0,0.0,1.0,1242.0,0.0,2.0277777,-2.4,45128.0,10.0,10.0,20.0,0.5,161.0,37.0,0.5405405,0.5,2.0,0.0,0.0,1121.0,8.0,3.9473684,-0.8,58173.0,3.0,3.0,6.0,0.5,420.0,279.0,0.4767025,0.5,0.0,0.0,1.0,1700.0,0.0,1.7674419,-3.3,14027.0,0.0,0.0,0.0,0.5,484.0,249.0,0.502008,0.5,0.0,0.0,1.0,2020.0,0.0,1.4705882,-0.2,13313.0,,,,,399.0,401.0,0.49625936,1.0,2.0,1.0,0.0,1231.0,3.5,3.15,1.0,54842.0,13.0,5.0,18.0,0.7222222,167.0,368.0,0.47554347,0.5,2.0,0.0,0.0,1219.0,2.235294,2.1190476,2.4,41099.0,14.0,10.0,24.0,0.5833333,287.0,89.0,0.46067417,0.5,0.0,0.0,0.0,1823.0,0.0,2.891892,0.8,14121.0,,,,
EUW1_6127313968,1.0,45.0,183.0,0.55191255,0.5,0.0,0.0,0.0,2200.0,0.0,0.82758623,0.4,27864.0,24.0,18.0,42.0,0.5714286,128.0,203.0,0.5073892,1.0,3.0,1.0,0.0,2021.0,4.769231,3.96,0.7,0.0,82.0,59.0,141.0,0.58156025,194.0,37.0,0.6216216,0.5,0.0,0.0,0.0,2001.0,0.0,1.6410257,0.2,101239.0,10.0,3.0,13.0,0.7692308,429.0,10.0,0.8,0.5,0.0,1.0,0.0,979.0,0.0,0.95238096,1.8,6268.0,0.0,1.0,1.0,0.0,181.0,88.0,0.5681818,0.5,0.0,0.0,1.0,2000.0,0.0,3.6666667,-1.4,3274.0,,,,,66.0,226.0,0.5265487,1.0,1.0,0.0,1.0,2107.0,1.8181819,1.75,-0.4,18874.0,6.0,8.0,14.0,0.42857143,373.0,268.0,0.54850745,0.0,1.0,0.0,1.0,2001.0,1.5,2.6060605,-0.7,41481.0,8.0,1.0,9.0,0.8888889,80.0,24.0,0.41666666,0.0,1.0,0.0,0.0,1772.0,1.6363636,2.1944444,-0.2,2620.0,0.0,1.0,1.0,0.0,475.0,1200.0,0.4975,0.0,1.0,0.0,0.0,1700.0,1.8,1.5454545,-1.8,197547.0,,,,,387.0,326.0,0.5674847,0.5,0.0,0.0,1.0,2081.0,0.0,4.285714,1.4,25492.0,3.0,1.0,4.0,0.75
EUW1_6032681949,1.0,550.0,1013.0,0.52615994,0.5,0.0,1.0,0.0,2001.0,0.0,3.44,0.7,91455.0,27.0,21.0,48.0,0.5625,172.0,299.0,0.4749164,0.5,0.0,0.0,0.0,1801.0,0.0,3.7916667,-1.7,4956.0,3.0,4.0,7.0,0.42857143,66.0,326.0,0.5,1.0,1.0,0.0,1.0,1766.0,1.75,1.945946,-1.4,2641.0,1.0,0.0,1.0,1.0,82.0,147.0,0.48979592,0.5,0.0,0.0,0.0,1859.0,0.0,2.4848485,2.3,4584.0,2.0,1.0,3.0,0.6666667,618.0,774.0,0.5116279,0.5,0.0,0.0,0.0,2200.0,0.0,0.95652175,-3.4,318757.0,,,,,522.0,566.0,0.49116609,0.5,2.0,0.0,0.0,1770.0,3.8,1.9705882,-0.7,35020.0,,,,,464.0,957.0,0.5036573,0.5,0.0,0.0,1.0,1600.0,0.0,2.878788,1.7,5098.0,3.0,5.0,8.0,0.375,623.0,680.0,0.5264706,0.5,0.0,0.0,1.0,1613.0,0.0,1.55,1.4,217746.0,5.0,4.0,9.0,0.5555556,399.0,735.0,0.5170068,0.5,0.0,0.0,1.0,1933.0,0.0,2.212766,-2.3,158769.0,60.0,58.0,118.0,0.5084746,320.0,356.0,0.51404494,0.25,4.0,0.0,0.0,1806.0,2.6363637,3.2692308,3.4,362210.0,45.0,47.0,92.0,0.48913044
EUW1_6139081094,0.0,306.0,10.0,0.6,0.5,0.0,0.0,1.0,1645.0,0.0,2.2903225,0.2,43229.0,2.0,3.0,5.0,0.4,365.0,130.0,0.50769234,0.5,0.0,0.0,1.0,1767.0,0.0,2.3333333,1.3,19054.0,0.0,1.0,1.0,0.0,333.0,226.0,0.539823,0.5,0.0,0.0,0.0,1700.0,0.0,1.2571429,-1.9,24394.0,10.0,8.0,18.0,0.5555556,368.0,10.0,0.6,0.0,1.0,0.0,0.0,1645.0,6.0,5.6153846,2.4,38246.0,28.0,13.0,41.0,0.68292683,390.0,307.0,0.50162864,1.0,1.0,0.0,0.0,1733.0,2.25,2.3636363,-0.1,17703.0,2.0,1.0,3.0,0.6666667,63.0,197.0,0.49746192,0.5,0.0,0.0,0.0,1717.0,0.0,3.2727273,-0.2,39739.0,1.0,1.0,2.0,0.5,80.0,577.0,0.49740034,0.5,0.0,0.0,0.0,1646.0,0.0,1.45,-1.3,32889.0,12.0,24.0,36.0,0.33333334,427.0,10.0,0.8,0.5,0.0,1.0,0.0,1104.0,0.0,2.0,1.9,194402.0,6.0,9.0,15.0,0.4,484.0,250.0,0.54,0.5,0.0,1.0,0.0,1667.0,0.0,2.3793104,-2.4,273348.0,29.0,21.0,50.0,0.58,431.0,851.0,0.5158637,0.6666667,3.0,0.0,0.0,1631.0,2.2916667,2.1612904,0.1,760215.0,166.0,138.0,304.0,0.54605263
EUW1_6139175151,1.0,550.0,97.0,0.5670103,0.2,5.0,0.0,0.0,1800.0,0.71428573,0.71428573,-0.9,12061.0,3.0,5.0,8.0,0.375,151.0,144.0,0.45833334,0.8,5.0,0.0,0.0,1870.0,4.111111,4.111111,0.3,56363.0,32.0,20.0,52.0,0.61538464,151.0,767.0,0.5228162,0.75,4.0,1.0,0.0,1916.0,3.7058823,2.5384614,0.4,690830.0,323.0,278.0,601.0,0.5374376,76.0,269.0,0.5390335,1.0,3.0,1.0,0.0,1870.0,6.6666665,4.2727275,-0.1,19165.0,12.0,11.0,23.0,0.5217391,460.0,60.0,0.51666665,0.5,0.0,1.0,0.0,1908.0,0.0,2.5428572,4.5,8641.0,1.0,0.0,1.0,1.0,143.0,133.0,0.556391,0.5,0.0,0.0,0.0,1849.0,0.0,1.4090909,0.9,30047.0,0.0,0.0,0.0,0.5,51.0,61.0,0.5409836,0.5,2.0,0.0,0.0,1835.0,2.6666667,2.59375,-0.3,15159.0,3.0,1.0,4.0,0.75,105.0,44.0,0.38636363,0.25,4.0,0.0,0.0,1775.0,1.3888888,1.5,-0.4,16721.0,1.0,4.0,5.0,0.2,357.0,16.0,0.75,0.6666667,3.0,0.0,0.0,1085.0,3.1764705,2.6785715,0.1,182592.0,25.0,32.0,57.0,0.4385965,628.0,391.0,0.50383633,1.0,2.0,0.0,0.0,1846.0,13.333333,4.047619,-4.5,569393.0,139.0,105.0,244.0,0.5696721
EUW1_6139526538,1.0,470.0,284.0,0.50352114,0.0,1.0,0.0,0.0,1814.0,2.0,2.8611112,0.0,30062.0,12.0,13.0,25.0,0.48,95.0,699.0,0.51216024,0.5,0.0,0.0,1.0,1811.0,0.0,1.1136364,0.1,1397.0,0.0,1.0,1.0,0.0,316.0,173.0,0.5606936,0.0,1.0,0.0,1.0,1947.0,1.0,2.1578948,4.5,63752.0,10.0,10.0,20.0,0.5,216.0,583.0,0.5643225,0.5,0.0,0.0,1.0,1800.0,0.0,1.1463414,-0.1,22712.0,0.0,1.0,1.0,0.0,316.0,973.0,0.50770813,0.0,2.0,0.0,0.0,1889.0,1.4736842,2.0333333,3.1,148743.0,99.0,100.0,199.0,0.49748743,346.0,222.0,0.536036,1.0,1.0,0.0,0.0,1831.0,6.6666665,1.4848485,0.0,20795.0,5.0,3.0,8.0,0.625,53.0,240.0,0.51666665,0.0,1.0,0.0,0.0,1775.0,1.3636364,1.6060606,-0.1,5822.0,5.0,4.0,9.0,0.5555556,559.0,28.0,0.4642857,1.0,2.0,0.0,0.0,1126.0,2.5833333,2.851852,-4.5,860854.0,,,,,55.0,105.0,0.552381,0.5,2.0,0.0,0.0,1802.0,2.1111112,2.6363637,0.1,20875.0,18.0,12.0,30.0,0.6,112.0,76.0,0.56578946,1.0,1.0,0.0,0.0,1734.0,4.5,2.7037036,-3.1,15427.0,4.0,0.0,4.0,1.0
EUW1_6141514529,1.0,538.0,420.0,0.55,1.0,2.0,1.0,0.0,1793.0,3.2,2.0,2.3,204114.0,101.0,61.0,162.0,0.6234568,258.0,451.0,0.48337027,0.5,0.0,0.0,1.0,1668.0,0.0,2.0769231,-2.3,110645.0,62.0,53.0,115.0,0.53913045,217.0,594.0,0.5,0.4,5.0,0.0,0.0,1801.0,2.8333333,2.8333333,1.2,86569.0,52.0,53.0,105.0,0.4952381,518.0,790.0,0.5,1.0,1.0,0.0,1.0,1740.0,3.0,2.4705882,-3.1,46009.0,10.0,11.0,21.0,0.47619048,492.0,376.0,0.5106383,0.8,5.0,1.0,0.0,1768.0,2.0277777,2.0277777,-2.6,97819.0,33.0,21.0,54.0,0.6111111,446.0,282.0,0.5283688,1.0,5.0,1.0,0.0,1736.0,1.375,1.375,-2.3,595092.0,139.0,118.0,257.0,0.540856,355.0,380.0,0.51578945,0.5,0.0,0.0,1.0,1853.0,0.0,3.6956522,2.3,7789.0,3.0,0.0,3.0,1.0,286.0,509.0,0.50687623,0.5,0.0,0.0,1.0,1800.0,0.0,3.2258065,-1.2,29534.0,0.0,0.0,0.0,0.5,170.0,180.0,0.5,0.5,2.0,0.0,1.0,1762.0,1.0,2.0294118,3.1,38332.0,11.0,6.0,17.0,0.64705884,471.0,827.0,0.51511484,0.5,0.0,0.0,0.0,1843.0,0.0,1.574074,2.6,33705.0,20.0,13.0,33.0,0.6060606
EUW1_6139367435,1.0,498.0,1443.0,0.49688148,0.5,0.0,0.0,1.0,1256.0,0.0,3.0,2.8,0.0,473.0,405.0,878.0,0.53872436,516.0,324.0,0.4691358,0.5,0.0,0.0,1.0,1434.0,0.0,2.8333333,3.8,212184.0,7.0,12.0,19.0,0.36842105,173.0,713.0,0.4908836,1.0,1.0,0.0,0.0,1350.0,2.1111112,1.9722222,0.2,0.0,83.0,49.0,132.0,0.6287879,572.0,846.0,0.5177305,0.5,0.0,0.0,1.0,1663.0,0.0,2.5135136,-1.1,101916.0,17.0,10.0,27.0,0.6296296,245.0,487.0,0.51129365,0.0,1.0,1.0,0.0,1252.0,2.142857,4.3125,1.4,40953.0,28.0,11.0,39.0,0.71794873,381.0,7.0,0.85714287,0.5,0.0,0.0,1.0,1238.0,0.0,3.3333333,-2.8,0.0,1.0,0.0,1.0,1.0,375.0,258.0,0.5,0.5,0.0,0.0,0.0,1672.0,0.0,1.8636364,-3.8,13254.0,2.0,3.0,5.0,0.4,43.0,119.0,0.5294118,0.5,0.0,0.0,0.0,1329.0,0.0,1.7575758,-0.2,65581.0,16.0,6.0,22.0,0.72727275,174.0,53.0,0.509434,1.0,1.0,0.0,0.0,1300.0,3.0,2.1707318,1.1,13775.0,,,,,45.0,186.0,0.48387095,0.5,0.0,0.0,1.0,1329.0,0.0,4.214286,-1.4,2231.0,2.0,0.0,2.0,1.0
EUW1_6123793054,1.0,121.0,163.0,0.49079755,0.2,5.0,0.0,0.0,1638.0,1.516129,1.516129,0.0,255576.0,116.0,126.0,242.0,0.47933885,52.0,167.0,0.55688626,0.0,1.0,0.0,1.0,1675.0,5.0,2.75,-1.7,47025.0,42.0,31.0,73.0,0.5753425,168.0,445.0,0.5146067,0.5,0.0,0.0,1.0,1844.0,0.0,2.4571428,0.9,401363.0,220.0,191.0,411.0,0.5352798,608.0,891.0,0.5084175,0.4,5.0,0.0,0.0,1764.0,3.3333333,3.3333333,-0.4,707646.0,68.0,69.0,137.0,0.49635038,187.0,452.0,0.5176991,0.5,2.0,0.0,0.0,1788.0,2.2,2.8947368,-2.7,237128.0,80.0,96.0,176.0,0.45454547,47.0,217.0,0.50691247,0.5,0.0,0.0,1.0,1626.0,0.0,1.7272727,0.0,4194.0,4.0,4.0,8.0,0.5,90.0,350.0,0.55714285,0.33333334,3.0,0.0,0.0,1600.0,2.047619,1.5789474,1.7,159459.0,126.0,65.0,191.0,0.65968585,40.0,120.0,0.49166667,0.6666667,3.0,0.0,0.0,1600.0,4.5833335,2.8148148,-0.9,15455.0,13.0,18.0,31.0,0.41935483,202.0,113.0,0.4778761,0.5,0.0,0.0,1.0,1651.0,0.0,1.9761904,0.4,362673.0,27.0,16.0,43.0,0.627907,554.0,472.0,0.49788135,0.5,0.0,0.0,0.0,1800.0,0.0,3.375,2.7,26719.0,2.0,3.0,5.0,0.4
